"file name","direction","verb","cause","effect","sent"
"ESS_2_2019_02_21.txt","forward","result in","fraud","loss","employee theft or fraud could result in loss."
"ROL_7_2014_02_26.txt","reverse","affected by","adverse weather conditions","operations","Our operations are affected by adverse weather conditions."
"IP_6_2015_02_26.txt","forward","result in","forestlands","the acceleration","any such downgrade of our credit ratings could adversely affect our cost of borrowing, limit our access to the capital markets or result in more restrictive covenants in agreements governing the terms of any future indebtedness that we may incur.our inability to extend, renew or refinance loan agreements used to monetize installment notes from the sale of our forestlands may result in the acceleration of deferred taxes."
"IP_6_2015_02_26.txt","forward","result in","certain indebtedness","the acceleration","for further information, see item 7. management’s discussion and analysis of financial condition and results of operations-liquidity and capital resources and note 10 income taxes on pages 62 through 64 and note 12 variable interest entities and preferred securities of subsidiaries on pages 67 through 69 of item 8. financial statements and supplementary data.downgrades in the credit ratings of banks issuing certain letters of credit will increase our cost of maintaining certain indebtedness and may result in the acceleration of deferred taxes."
"IP_6_2015_02_26.txt","forward","result in","changes","increased pension costs","fluctuations in actual equity market returns, changes in general interest rates and changes in the number of retirees may result in increased pension costs in future periods."
"IP_6_2015_02_26.txt","reverse","stem from","such incidents","vendor information","theft of intellectual property or trade secrets, and inappropriate disclosure of confidential company, employee, customer or vendor information, could stem from such incidents."
"VRTX_7_2014_02_11.txt","forward","result in","failure","significant civil monetary penalties","failure to comply with the reporting requirements would result in significant civil monetary penalties."
"VRTX_7_2014_02_11.txt","forward","result in","these activities","a delay","although we believe that there are a number of other third-party contractors we could engage to continue these activities, it may result in a delay of the affected trial."
"OKE_9_2012_02_21.txt","forward","result in","agreement","a work stoppage","any failure to reach agreement on new labor contracts might result in a work stoppage."
"OKE_9_2012_02_21.txt","forward","result in","market risk","reduced income","our use of financial instruments to hedge market risk may result in reduced income."
"OKE_9_2012_02_21.txt","reverse","affected by","the activities","dependent","due to the nature of some of these arrangements, each participant in these joint ventures has made substantial investments in the joint venture and, accordingly, has required that the relevant charter documents contain certain features designed to provide each participant with the opportunity to participate in the management of the joint venture and to protect its investment, as well as any other assets which may be substantially dependent on or otherwise affected by the activities of that joint venture."
"WMB_6_2015_02_25.txt","forward","resulted in","regulatory scrutiny","the proposal and/or implementation","public and regulatory scrutiny of the energy industry has resulted in the proposal and/or implementation of increased regulations."
"WMB_6_2015_02_25.txt","reverse","affected by","wpz ’ s credit ratings","credit","due to our relationship with wpz, our ability to obtain credit will be affected by wpz’s credit ratings."
"AVB_4_2017_02_24.txt","reverse","affected by","these conditions","a decrease","to the extent that significant changes in the climate occur in areas where our communities are located, we may experience extreme weather and changes in precipitation and temperature, all of which may result in physical damage to or a decrease in demand for properties located in these areas or affected by these conditions."
"MCK_10_2011_05_05.txt","forward","result in","validity","an impairment charge","any changes in key assumptions, including failure to meet business plans, a further deterioration in the market or other unanticipated events and circumstances, may affect the accuracy or validity of such estimates and could potentially result in an impairment charge."
"MCK_10_2011_05_05.txt","reverse","affected by","these initiatives","effective tax rate","there can be no assurance that our effective tax rate will not be adversely affected by these initiatives."
"MU_5_2015_10_27.txt","forward","resulted in","process improvements","significant increases","Transitions to smaller line-width process technologies and product and process improvements have resulted in significant increases in the worldwide supply of semiconductor memory."
"MLM_2_2019_02_25.txt","reverse","affected by","interest rates","aggregate products","18         2018 form 10-k                  item 1a - risk factors ◆ part i    for example, demand in the residential construction market in which we sell our aggregate products is affected by interest rates."
"MLM_2_2019_02_25.txt","reverse","affected by","changes","earnings","the residential construction market accounted for 22% of our aggregates product line shipments in 2018.  aside from these inherent risks from within our operations, our earnings are also affected by changes in short-term interest rates."
"PPG_3_2018_02_15.txt","reverse","affected by","the cost","financial results.our financial results","unlisted factors may present significant additional obstacles which may adversely affect our businesses and our results of operations.increases in prices and declines in the availability of raw materials could negatively impact our financial results.our financial results are significantly affected by the cost of raw materials."
"DISH_6_2015_02_23.txt","forward","result in","license area","revocation","failure to comply with fcc requirements in a given license area could result in revocation of the license for that license area."
"ADI_9_2011_11_22.txt","reverse","affected by","increased competition","operating results","There can be no assurance that we will be able to compete successfully in the future against existing or new competitors, or that our operating results will not be adversely affected by increased competition."
"ADI_9_2011_11_22.txt","forward","result in","periods","capacity constraints","In addition, these suppliers often provide manufacturing services to our competitors and therefore periods of increased industry demand may result in capacity constraints."
"ADI_9_2011_11_22.txt","reverse","affected by","changes","competitive position","Although we engage in hedging transactions to reduce our exposure to currency exchange rate fluctuations, there can be no assurance that our competitive position will not be adversely affected by changes in the exchange rate of the United States dollar against other currencies."
"KLAC_1_2019_08_16.txt","forward","result in","such additional write-offs","material charges","such additional write-offs could result in material charges."
"ADS_3_2018_02_27.txt","forward","result in","net charge-offs","a reduction","an increase in defaults or net charge-offs could result in a reduction in net income."
"ANET_5_2016_02_25.txt","forward","result in","cloud service providers","loss","in addition, we may see consolidation of our customer base, such as among internet companies and cloud service providers, which could result in loss of end customers."
"ANET_5_2016_02_25.txt","forward","result in","ship products","supply shortfalls","additionally, any increases in the time required to manufacture our products or ship products could result in supply shortfalls."
"ANET_5_2016_02_25.txt","forward","result in","such claims","litigation","such claims could result in litigation."
"ANET_5_2016_02_25.txt","forward","result in","business","increased license fees","also, it will be necessary in the future to renew licenses, expand the scope of existing licenses or seek new licenses, relating to various aspects of these products and services or otherwise relating to our business, which may result in increased license fees."
"ANET_5_2016_02_25.txt","forward","result in","end customers","material losses","if our assumptions change or if actual circumstances differ from those in our assumptions, our results of operations may be adversely 34affected and may fall below the expectations of securities analysts and investors, resulting in a decline in the market price of our common stock.we are exposed to the credit risk of our channel partners and some of our end customers, which could result in material losses."
"CSCO_2_2018_09_06.txt","reverse","affected by","changes","the liabilities","further, our estimates relating to the liabilities for excess facilities are affected by changes in real estate market conditions."
"CSCO_2_2018_09_06.txt","forward","resulted in","acquisitions","charges","from time to time, we have made acquisitions that resulted in charges in an individual quarter."
"CSCO_2_2018_09_06.txt","forward","result in","financing","a delay","further, provision of greater levels of services, support and financing by us may result in a delay in the timing of revenue recognition."
"BBY_8_2012_05_01.txt","reverse","affected by","constraints","liquidity","our liquidity may be materially adversely affected by constraints in the capital markets."
"GIS_4_2016_06_30.txt","forward","result in","businesses","significant impairment losses","while we currently believe that our goodwill is not impaired, different assumptions regarding the future performance of our businesses could result in significant impairment losses."
"PXD_9_2012_02_29.txt","forward","result in","the company ’ s derivative risk management activities","financial losses","the company’s derivative risk management activities could result in financial losses."
"PXD_9_2012_02_29.txt","forward","result in","development activities","increased costs","the company is growing production in areas of high industry activity, which may impact its ability to obtain the personnel, equipment, services, resources and facilities access needed to complete its development activities as planned or result in increased costs."
"MSCI_5_2016_02_26.txt","reverse","affected by","adverse changes","potential future clients","our financial condition and results of operations may be negatively impacted to the extent that our current and potential future clients are affected by adverse changes in the financial markets."
"MSCI_5_2016_02_26.txt","forward","result in","a default","an acceleration","if we are unable to comply with the restrictions and covenants in our debt agreements, there could be a default under the terms of such agreements, which could result in an acceleration of repayment."
"MSCI_5_2016_02_26.txt","forward","result in","volatile","substantial losses","risks related to ownership of our common stock  the market price of our common stock may be volatile, which could result in substantial losses."
"VFC_8_2013_02_27.txt","reverse","affected by","adverse trends","cyclical variations","The apparel industry has historically been subject to cyclical variations and is particularly affected by adverse trends in the general economy."
"VFC_8_2013_02_27.txt","reverse","affected by","unseasonable weather conditions","business","Our business is adversely affected by unseasonable weather conditions."
"VFC_8_2013_02_27.txt","forward","result in","other intangible assets","significant impairment charges","Our acquisitions may cause large one-time expenses or create goodwill or other intangible assets that could result in significant impairment charges in the future."
"VFC_8_2013_02_27.txt","reverse","affected by","changes","the cost","As a result, the cost of these products may be affected by changes in the value of the relevant currencies."
"WY_3_2018_02_16.txt","forward","result in","third-party sites","significant additional costs","the discovery of additional contamination or the imposition of additional cleanup obligations at our sites or third-party sites may result in significant additional costs."
"DPZ_2_2019_02_21.txt","reverse","affected by","such an incident","financial results","however, our cyber insurance coverage may not fully cover the costs of a cyber incident and these measures, as well as our increased awareness of the risk of a cyber incident, do not guarantee that our reputation and financial results will not be adversely affected by such an incident."
"LVS_9_2012_02_29.txt","forward","result in","planned projects","an impairment charge","should general economic conditions not improve, if we are unable to obtain sufficient funding or applicable government approvals such that completion of our planned projects is not probable, or should management decide to abandon certain projects, all or a portion of our investment to date in our planned projects could be lost and would result in an impairment charge."
"LVS_9_2012_02_29.txt","forward","result in","the peg","severe fluctuations","the floating of the renminbi and possible changes to the peg of the hong kong dollar may result in severe fluctuations in the exchange rate for these currencies."
"SLB_2_2019_01_23.txt","forward","result in","this","a suspension","in addition, if particularly severe weather affects platforms or structures, this may result in a suspension of activities."
"MTB_3_2018_02_22.txt","forward","result in","related fee income","decreased demand","although the company is not directly impacted by changes in the value of such assets, decreases in the value of those assets would affect related fee income and could result in decreased demand for the company’s services."
"MTB_3_2018_02_22.txt","reverse","affected by","the soundness","the company","the company may be adversely affected by the soundness of other financial institutions."
"CB_11_2010_02_25.txt","reverse","affected by","the changes","reinsurance contracts","in some instances, these changes may not become apparent until some time after we have issued insurance or reinsurance contracts that are affected by the changes."
"CB_11_2010_02_25.txt","reverse","caused by","these market movements","both the risk","when evaluating these risks, we expect to be compensated for taking both the risk of a cumulative long-term economic net loss, as well as the short-term accounting variations caused by these market movements."
"CB_11_2010_02_25.txt","forward","result in","other financial results","additional impairments","declines in relevant stock and other financial markets could adversely affect our net income and other financial results, and may result in additional impairments."
"CB_11_2010_02_25.txt","reverse","affected by","changes","fixed income investments","our investment portfolio contains fixed income investments and may be adversely affected by changes in interest rates."
"CB_11_2010_02_25.txt","reverse","affected by","currency fluctuations","equity","exchange rates     our operating results and shareholders’ equity may be adversely affected by currency fluctuations."
"BAC_7_2014_02_25.txt","reverse","affected by","changes","revenues","for more information on our derivatives exposure, see note 2 derivatives to the consolidated financial statements.market riskmarket risk is the risk that values of assets and liabilities or revenues will be adversely affected by changes in market conditions such as market volatility."
"BAC_7_2014_02_25.txt","reverse","affected by","any downgrade","the u.s. government","all three rating agencies have indicated that they will continue to assess fiscal projections and consolidation measures, as well as the medium-term economic outlook for the u.s.the ratings and perceived creditworthiness of instruments issued, insured or guaranteed by institutions, agencies or instrumentalities directly linked to the u.s. government could also be correspondingly affected by any downgrade."
"BAC_7_2014_02_25.txt","forward","result in","increases","a decrease","conversely, increases in interest rates may result in a decrease in residential mortgage loan originations."
"CPB_4_2016_09_22.txt","forward","result in","packaging sizes","reductions","higher product prices or smaller packaging sizes may result in reductions in sales volume."
"ETFC_8_2013_02_26.txt","forward","result in","loan portfolio","a continued net loss position","While we were able to stabilize our retail franchise during the ensuing period, it could take additional time to fully mitigate the credit issues in our loan portfolio, which could result in a continued net loss position."
"ETFC_8_2013_02_26.txt","forward","result in","current E*TRADE customers","price wars","Competitors may conduct extensive promotional activities, offering better terms, lower prices and/or different products and services or combination of products and services that could attract current E*TRADE customers and potentially result in price wars within the industry."
"ETFC_8_2013_02_26.txt","reverse","caused by","a breach","customers","As part of our E*TRADE Complete Protection Guarantee, we reimburse our customers for losses caused by a breach of security of the customers own personal systems."
"ETFC_8_2013_02_26.txt","forward","result in","Risks","trading losses","Risks associated with principal trading transactions could result in trading losses."
"KMI_8_2013_03_01.txt","forward","result in","mechanical problems-that","substantial financial losses","there are a variety of hazards and operating risks inherent to natural gas transmission and storage activities and refined petroleum products and carbon dioxide transportation activities-such as leaks, explosions and mechanical problems-that could result in substantial financial losses."
"KMI_8_2013_03_01.txt","forward","result in","any","substantial financial losses","in addition, these risks may result in serious injury and loss of human life, significant damage to property and natural resources, environmental pollution and impairment of operations, any of which also could result in substantial financial losses."
"KMI_8_2013_03_01.txt","forward","result in","risks","a total loss","additionally, if kmp does not realize production volumes greater than, or equal to, its hedged volumes, it may suffer financial losses not offset by physical transactions.kmp’s development of oil and gas properties involves risks that may result in a total loss of investment."
"PXD_5_2016_02_19.txt","forward","result in","development activities","increased costs","The Company's operations and drilling activity are concentrated in areas of high industry activity, which may affect its ability to obtain the personnel, equipment, services, resources and facilities access needed to complete its development activities as planned or result in increased costs."
"PXD_5_2016_02_19.txt","reverse","affected by","drought conditions","supply","In addition, hydraulic fracturing and other operations require significant quantities of 23   PIONEER NATURAL RESOURCES COMPANY water, which supply may be affected by drought conditions."
"CINF_6_2015_02_27.txt","reverse","affected by","the changes","the insurance policies","in some instances, unforeseeable emerging and latent claim and coverage issues may not become apparent until sometime after we have issued the insurance policies that could be affected by the changes."
"CINF_6_2015_02_27.txt","forward","result in","terrorists","a breach","increasing sophistication of cyber criminals and terrorists make keeping up with new threats difficult and could result in a breach."
"BAX_3_2018_02_23.txt","forward","result in","these activities","substantial investment","these activities may result in substantial investment of the company’s resources."
"BAX_3_2018_02_23.txt","forward","result in","strategic transactions","mandated divestitures","certain of these activities are subject to antitrust and competition laws, which laws could impact our ability to pursue strategic transactions and could result in mandated divestitures in the context of proposed acquisitions."
"BAX_3_2018_02_23.txt","reverse","affected by","fluctuations","financial results","as a result, our financial results may be adversely affected by fluctuations in foreign currency exchange rates."
"PWR_11_2010_03_01.txt","reverse","affected by","weather conditions","operating results","our operating results can be negatively affected by weather conditions."
"PWR_11_2010_03_01.txt","forward","result in","economic growth","reduced spending","while higher natural gas and oil prices generally result in increased spending by these customers, sustained high energy prices could be an impediment to economic growth and could result in reduced spending by such customers."
"PWR_11_2010_03_01.txt","forward","result in","competitive hiring markets","increased labor expenses","a shortage in the supply of these skilled personnel creates competitive hiring markets and may result in increased labor expenses."
"PWR_11_2010_03_01.txt","forward","result in","backlog","profits","backlog may not be realized or may not result in profits."
"PWR_11_2010_03_01.txt","forward","result in","failure","significant liabilities","our failure to comply with environmental laws could result in significant liabilities."
"PWR_11_2010_03_01.txt","forward","result in","cash","the recording","to the extent we decide to pay cash to settle any conversions and the average closing price of our common stock during this      26         period exceeds $22.41 for the 3.75% notes, we would have to pay cash in excess of the principal amount of the notes being converted, which would result in the recording of a loss on extinguishment of debt."
"WHR_4_2017_02_13.txt","forward","result in","non-compliant practices","increased liability risks","local business practices in these countries may not comply with u.s. laws, local laws or other laws applicable to us or our compliance policies, which non-compliant practices may result in increased liability risks."
"WHR_4_2017_02_13.txt","forward","result in","business","the loss","such unauthorized access could disrupt our business and could result in the loss of assets."
"KSU_11_2010_02_12.txt","forward","result in","each","a decline","if any of the banking institutions that are a party to such credit facility fails to fund a request (or any portion of such request) by kcsr to borrow money under its credit facility, kcs’ ability to fund capital expenditures, fund its operations and pay debt service could be reduced, each of which could result in a decline in the value of a stockholder’s investment in the company."
"KSU_11_2010_02_12.txt","forward","result in","available","a decline","the loss of the company’s deposits could reduce the amount of cash the company has available to distribute or invest and could result in a decline in the value of each stockholder’s investment in the company."
"KSU_11_2010_02_12.txt","forward","resulted in","economy","improved results","historically, a stronger economy has resulted in improved results for kcs’ rail transportation operations."
"KSU_11_2010_02_12.txt","forward","result in","related shipments","decreased prices","for example, global steel and petrochemical prices have decreased in the past, and reduced demand for automotive vehicles and related shipments may result in decreased prices."
"ECL_9_2012_02_28.txt","reverse","affected by","the effect","business","severe public health outbreaks may adversely impact our business: our business could be adversely affected by the effect of a public health epidemic."
"APH_2_2019_02_13.txt","reverse","affected by","foreign currency exchange rates","the company ’ s results","the company’s results may be negatively affected by foreign currency exchange rates."
"APH_2_2019_02_13.txt","forward","result in","a breach","a default","a breach of any of these covenants could result in a default under the revolving credit facility."
"RMD_8_2012_08_14.txt","forward","result in","products","substantial penalties","off-label marketing of our products could result in substantial penalties."
"WAT_9_2012_02_24.txt","reverse","affected by","changes","a global business","the company is a global business that may be adversely affected by changes in global economic conditions."
"WAT_9_2012_02_24.txt","forward","result in","services","a decline","these changes in global economic conditions may affect the demand for the company’s products and services and may result in a decline in sales in the future."
"WAT_9_2012_02_24.txt","forward","result in","expensive products","decreased sales","10    competitors may introduce more effective or less expensive products than the company’s, which could result in decreased sales."
"SYK_11_2010_02_26.txt","forward","result in","an extended period","significant income tax adjustments","income tax audits associated with the allocation of this income and other complex issues, including inventory transfer pricing and cost sharing and product royalty arrangements, may require an extended period of time to resolve and may result in significant income tax adjustments."
"CMS_5_2016_02_11.txt","forward","result in","these orders","adverse regulatory treatment","these orders could also result in adverse regulatory treatment of other matters."
"DHR_5_2016_02_24.txt","forward","result in","the subject","loss","government contracts that have been awarded to us following a bid process could become the subject of a bid protest by a losing bidder, which could result in loss of the contract."
"DHR_5_2016_02_24.txt","forward","result in","weakening","unfavorable translation effects","sales and expenses of our non-u.s. businesses are also translated into u.s. dollars for reporting purposes and the strengthening or weakening of the u.s. dollar could result in unfavorable translation effects."
"DHR_5_2016_02_24.txt","forward","result in","the functional currency","unfavorable translation effects","in addition, certain of our businesses may invoice customers in a currency other than the business' functional currency, and movements in the invoiced currency relative to the functional currency could also result in unfavorable translation effects."
"SRE_7_2014_02_27.txt","reverse","affected by","credit ratings","businesses","The availability and cost of credit for our businesses may be greatly affected by credit ratings."
"SRE_7_2014_02_27.txt","reverse","caused by","exchange rate fluctuations","volatility","Because we generally do not hedge our net investments in foreign countries, we are susceptible to volatility in other comprehensive income caused by exchange rate fluctuations."
"SRE_7_2014_02_27.txt","forward","result in","this","temporary power shortages","If alternate supplies of electric generation are not available to replace the lower level of power available from hydro-electric generation facilities, this could result in temporary power shortages in SDG E s service territory."
"SRE_7_2014_02_27.txt","reverse","affected by","these risks","prospects","Risks Related to our Sempra International and Sempra U.S. Gas Power Businesses Our businesses are exposed to market risks, including fluctuations in commodity prices, and our businesses, financial condition, results of operations, cash flows and/or prospects may be materially adversely affected by these risks."
"LVS_7_2014_02_28.txt","forward","result in","the peg","severe fluctuations","the floating of the renminbi and possible changes to the peg of the hong kong dollar may result in severe fluctuations in the exchange rate for these currencies."
"WM_9_2012_02_16.txt","reverse","affected by","price fluctuations","independent power production plants","additionally, revenues from our independent power production plants can be affected by price fluctuations."
"WM_9_2012_02_16.txt","forward","result in","regulations","significant liabilities","our operations are subject to environmental, health and safety laws and regulations, as well as contractual obligations that may result in significant liabilities."
"BK_9_2012_02_28.txt","reverse","affected by","further disruptions","access the public capital markets","Our ability to access the public capital markets on favorable terms or at all could be adversely affected by further disruptions in the markets."
"BK_9_2012_02_28.txt","forward","resulted in","the investment securities portfolio","negative earnings","For example, net securities losses totaled $4.8 billion in the third quarter of 2009, primarily as a result of a charge related to restructuring the investment securities portfolio, which resulted in negative earnings per share that quarter."
"BK_9_2012_02_28.txt","forward","resulted in","financial institutions","a significant amount","The 2008 financial crisis and current political and public sentiment regarding financial institutions have resulted in a significant amount of adverse media coverage of financial institutions."
"BK_9_2012_02_28.txt","forward","result in","such","decreased cross-border investment activity","Economic and political uncertainties resulting from terrorist attacks, military actions or other events, including changes in laws or regulations governing cross-border transactions, such as currency controls, could result in decreased cross-border investment activity."
"BK_9_2012_02_28.txt","reverse","affected by","operational risk","business","Operational Risk Our business may be adversely affected by operational risk."
"BK_9_2012_02_28.txt","reverse","affected by","these regulations","key talent","Our ability to recruit and retain key talent may be adversely affected by these regulations."
"GS_8_2013_03_01.txt","reverse","affected by","changes","market-making activities","our market-making activities have been and may be affected by changes in the levels of market volatility."
"GS_8_2013_03_01.txt","reverse","affected by","market conditions","investment banking business","our investment banking business has been and may continue to be adversely affected by market conditions."
"TROW_3_2018_02_16.txt","reverse","affected by","changes","portfolios","investor interest in and the valuation of our fixed income investment funds and portfolios are affected by changes in interest rates."
"TROW_3_2018_02_16.txt","forward","result in","audits","additional tax payments","this might result in changes to our estimates and expectations given our inability to predict the impact of future regulations and other guidance.examinations and audits by tax authorities could result in additional tax payments for prior periods."
"MHK_9_2012_02_29.txt","forward","result in","intangible assets","a material non-cash charge","declines in the company’s business conditions may result in an impairment of the company’s tangible and intangible assets which could result in a material non-cash charge."
"SBUX_2_2018_11_16.txt","forward","result in","these factors","a general downturn","these factors may also result in a general downturn in the restaurant industry."
"UA_6_2015_02_20.txt","reverse","affected by","numerous risks","financial condition","a number of important factors could cause actual results to differ materially from those indicated by these forward-looking statements, including, but not limited to, those factors described in “risk factors” and “management’s discussion and analysis of financial condition and results of operations.” these factors include without limitation:•changes in general economic or market conditions that could affect consumer spending and the financial health of our retail customers;•our ability to effectively manage our growth and a more complex global business;•our ability to successfully manage or realize expected results from acquisitions and other significant investments;•our ability to effectively develop and launch new, innovative and updated products;•our ability to accurately forecast consumer demand for our products and manage our inventory in response to changing demands;•increased competition causing us to lose market share or reduce the prices of our products or to increase significantly our marketing efforts;•fluctuations in the costs of our products;•loss of key suppliers or manufacturers or failure of our suppliers or manufacturers to produce or deliver our products in a timely or cost-effective manner, including due to port disruptions;•our ability to further expand our business globally and to drive brand awareness and consumer acceptance of our products in other countries;•our ability to accurately anticipate and respond to seasonal or quarterly fluctuations in our operating results;•risks related to foreign currency exchange rate fluctuations; •our ability to effectively market and maintain a positive brand image;•our ability to comply with trade and other regulations;•the availability, integration and effective operation of information systems and other technology, as well as any potential interruption in such systems or technology;•risks related to data security or privacy breaches; •our potential exposure to litigation and other proceedings; and•our ability to attract and retain the services of our senior management and key employees.the forward-looking statements contained in this form 10-k reflect our views and assumptions only as of the date of this form 10-k. we undertake no obligation to update any forward-looking statement to reflect events or circumstances after the date on which the statement is made or to reflect the occurrence of unanticipated events.8 our results of operations and financial condition could be adversely affected by numerous risks."
"UA_6_2015_02_20.txt","forward","result in","failure","a default","failure to comply with any of the covenants under the credit agreement could result in a default."
"PPL_9_2012_02_28.txt","reverse","affected by","any","results","our businesses, financial condition, cash flows or results of operations could be materially adversely affected by any of these risks."
"PPL_9_2012_02_28.txt","forward","result in","expansion","substantial expenditures","pjm and the ferc have the authority to require upgrades or expansion of the regional transmission grid, which can result in substantial expenditures for transmission owners."
"FE_4_2017_02_21.txt","reverse","caused by","storm damage","such","these capital requirements could be significant and if other partners do not fund the additional capital, resulting in fev increasing its equity ownership and obtaining the ability to direct the significant activities of global holding, fev may be required to consolidate global holding, increasing firstenergy's long-term debt by $300 million.energy companies are subject to adverse publicity causing less favorable regulatory and legislative outcomes which could have an adverse impact on our businessenergy companies, including firstenergy's utility subsidiaries, have been the subject of criticism on matters including the reliability of their distribution services and the speed with which they are able to respond to power outages, such as those caused by storm damage."
"FE_4_2017_02_21.txt","forward","result in","impacted","a decrease","we could also be adversely impacted if any future energy price increases result in a decrease in customer usage."
"CTSH_4_2017_03_01.txt","reverse","affected by","currency exchange rate fluctuations","financial results","there is no guarantee that our financial results will not be adversely affected by currency exchange rate fluctuations."
"SYY_6_2014_08_26.txt","forward","result in","fuel costs","above market fuel costs","We may not be able to fully compensate for increases in fuel costs, and forward purchase commitments intended to contain fuel costs could result in above market fuel costs ."
"SYY_6_2014_08_26.txt","forward","result in","union contracts","work stoppages","Failure to successfully renegotiate union contracts could result in work stoppages ."
"SYY_6_2014_08_26.txt","forward","result in","these contracts","work stoppages","Failure of our operating companies to effectively renegotiate these contracts could result in work stoppages."
"PFG_5_2016_02_10.txt","forward","result in","reductions","a decline","in addition, reductions in employment levels may result in a decline in employee deposits into retirement plans."
"PFG_5_2016_02_10.txt","forward","result in","low interest rates","increased hedging costs","low interest rates may also result in increased hedging costs."
"PFG_5_2016_02_10.txt","forward","result in","credit rating changes","write-downs","for commercial mortgage-backed securities, changes in mortgage delinquency or default rates, interest rate movements, credit quality and vintage of the underlying loans, changes in property values underlying the loans and credit rating changes by rating agencies could result in write-downs of those securities."
"PFG_5_2016_02_10.txt","reverse","caused by","the obligor","threat","in addition, under the laws of some states and under the federal comprehensive environmental response, compensation and liability act of 1980, we may be liable for costs of addressing releases or threatened releases of hazardous substances that require remedy at a property securing a mortgage loan held by us, if our agents or employees have become sufficiently involved in the hazardous waste aspects of the operations of the related obligor on that loan, regardless of whether or not the environmental damage or threat was caused by the obligor."
"PFG_5_2016_02_10.txt","forward","result in","any resulting litigation","significant liability","any such claims and any resulting litigation could result in significant liability for damages."
"PFG_5_2016_02_10.txt","reverse","affected by","investment styles","performance","even when securities prices are generally rising, performance can be affected by investment styles."
"EQIX_4_2017_02_27.txt","forward","result in","trss","adverse tax treatment","however, there may be limitations on our ability to accumulate earnings in our trss and the accumulation or reinvestment of significant earnings in our trss could result in adverse tax treatment."
"EQIX_4_2017_02_27.txt","forward","result in","customer","revenue","furthermore, we may devote significant time and resources in pursuing a particular sale or customer that does not result in revenue."
"AES_11_2010_02_26.txt","forward","result in","the resulting analyses","goodwill impairment charges","These types of events and the resulting analyses could result in goodwill impairment charges in the future."
"AES_11_2010_02_26.txt","reverse","affected by","these initiatives","tax payments","There can be no assurance that our effective tax rate or tax payments will not be adversely affected by these initiatives."
"AWK_3_2018_02_20.txt","forward","result in","a curtailment","reduced water usage","a curtailment of operations by an industrial customer would typically result in reduced water usage by that customer."
"AWK_3_2018_02_20.txt","forward","result in","interest rates","an impairment charge","a decline in the results forecasted in our business plan due to events such as changes in rate case results, capital investment budgets or interest rates, could also result in an impairment charge."
"NFLX_9_2012_02_10.txt","forward","result in","other indebtedness","an event","any failure to comply with the restrictions of any agreement governing our other indebtedness may result in an event of default under those agreements."
"LNC_4_2017_02_23.txt","forward","brought on","some","behalf","some of these proceedings have been brought on behalf of various alleged classes of complainants."
"LNC_4_2017_02_23.txt","forward","result in","annuity products","increased reserve requirements","any changes in the method of calculating reserves for our life insurance and annuity products under sap may result in increased reserve requirements."
"LNC_4_2017_02_23.txt","forward","result in","the prices","realized investment losses","these outflows may require investment assets to be sold at a time when the prices of those assets are lower because of the increase in market interest rates, which may result in realized investment losses."
"LNC_4_2017_02_23.txt","reverse","affected by","the equity markets","the benefit reserves","﻿   both the level of expected payments and expected total assessments used in calculating the benefit reserves are affected by the equity markets."
"LNC_4_2017_02_23.txt","reverse","affected by","disruptions","statutory capital position","our results of operations, financial condition, cash flows and statutory capital position could be materially adversely affected by disruptions in the financial markets."
"LNC_4_2017_02_23.txt","forward","result in","any resulting litigation","significant liability","any such claims and any resulting litigation could result in significant liability for damages."
"LNC_4_2017_02_23.txt","forward","result in","other economies","increased impairments","a downturn in the u.s. and other economies could result in increased impairments."
"JCI_8_2012_11_16.txt","forward","result in","successful","impairment charges","any acquisitions or investments may ultimately harm our business or financial condition, as such acquisitions may not be successful and may ultimately result in impairment charges."
"JCI_8_2012_11_16.txt","reverse","caused by","an insured loss","losses","we maintain property damage insurance that we believe to be adequate to provide for reconstruction of facilities and equipment, as well as business interruption insurance to mitigate losses resulting from any production interruption or shutdown caused by an insured loss."
"JCI_8_2012_11_16.txt","forward","result in","such products","significant unexpected costs","if any of our products prove to be defective, we may also be required to recall or redesign such products, which could result in significant unexpected costs."
"JCI_8_2012_11_16.txt","forward","result in","such products","significant unexpected costs","in addition, if any of our products prove to be defective, we may be required to recall or redesign such products, which could result in significant unexpected costs."
"JCI_8_2012_11_16.txt","forward","result in","the irs","additional tax payments","risks relating to tax matters   examinations and audits by tax authorities, including the irs, could result in additional tax payments for prior periods."
"FRT_2_2019_02_13.txt","reverse","caused by","the tenant","tenants","our leases typically impose obligations on our tenants to indemnify us from any compliance costs we may incur as a result of the environmental conditions on the property caused by the tenant."
"HBI_2_2019_02_11.txt","forward","result in","profitability","downward price pressure","in addition, sudden decreases in the costs for materials may result in the cost of inventory exceeding the cost of new production, which could result in lower profitability, particularly if these decreases result in downward price pressure."
"MMC_10_2011_02_28.txt","reverse","affected by","a general decline","insurance services segment","19      results in our risk and insurance services segment may be adversely affected by a general decline in economic activity."
"MMC_10_2011_02_28.txt","reverse","affected by","recent macroeconomic conditions","utilization rates","the factors listed above, and therefore also our utilization rates for service personnel, have been adversely affected by recent macroeconomic conditions."
"MMC_10_2011_02_28.txt","reverse","affected by","the recent economic crisis","pricing","our pricing has also been adversely affected by the recent economic crisis."
"BKNG_10_2011_02_25.txt","reverse","caused by","security breaches","adequate","our insurance policies carry low coverage limits, and would likely not be adequate to reimburse us for losses caused by security breaches."
